시설명,업종명,소재지도로명주소,소재지지번주소,위도,경도,영업상태명,운반용차량보유여부,저장시설보유여부,전화번호,관리기관명,데이터기준일자,제공기관코드,제공기관명
88한약약업사,한약도매,충청남도 금산군 금산읍 인삼광장로 47,,36.10150703,127.4989588303,영업,Y,Y,,충청남도 금산군보건소,2024-07-10,4550000,충청남도 금산군
해동건재약업사,한약도매,충청남도 금산군 금산읍 비단로 140,,36.10014384,127.4952044,영업,Y,Y,,충청남도 금산군보건소,2024-07-10,4550000,충청남도 금산군
팔도약업사,한약도매,충청남도 금산군 금산읍 비단로 148,,36.1008618,127.4956481,영업,Y,Y,,충청남도 금산군보건소,2024-07-10,4550000,충청남도 금산군
이레허브,한약도매,충청남도 금산군 금산읍 비단로 115,,36.0990602188,127.4932191012,영업,Y,Y,,충청남도 금산군보건소,2024-07-10,4550000,충청남도 금산군
전원약업사,한약도매,"충청남도 금산군 금산읍 인삼약초로 45, 4동 11호",,36.10191794,127.4983403,영업,Y,Y,,충청남도 금산군보건소,2024-07-10,4550000,충청남도 금산군
창경인삼사,한약도매,충청남도 금산군 금산읍 인삼약초로 29-4,,36.10095975,127.4965012,영업,Y,Y,,충청남도 금산군보건소,2024-07-10,4550000,충청남도 금산군
굿앤삼마루약업사,한약도매,"충청남도 금산군 금산읍 인삼약초로 45, 금산국제인삼시장조합, 약초상가",,36.10191794,127.4983403,영업,Y,Y,,충청남도 금산군보건소,2024-07-10,4550000,충청남도 금산군
코리아약업사,한약도매,"충청남도 금산군 금산읍 인삼약초로 45, 금산국제인삼시장조합, 약초상가",,36.10191794,127.4983403,영업,Y,Y,,충청남도 금산군보건소,2024-07-10,4550000,충청남도 금산군
전설인삼약업사,한약도매,"충청남도 금산군 금산읍 인삼약초로 45, 전설인삼약업사",,36.10191794,127.4983403,영업,Y,Y,,충청남도 금산군보건소,2024-07-10,4550000,충청남도 금산군
정천고려홍삼약업사,한약도매,"충청남도 금산군 금산읍 인삼약초로 45, 정천약업사",,36.10191794,127.4983403,영업,Y,Y,,충청남도 금산군보건소,2024-07-10,4550000,충청남도 금산군
동양약업사,한약도매,"충청남도 금산군 금산읍 인삼약초로 33, 동양약업사",,36.10098049,127.4968025,영업,Y,Y,,충청남도 금산군보건소,2024-07-10,4550000,충청남도 금산군
자연담따약업사,한약도매,"충청남도 금산군 금산읍 인삼약초로 45, 금산국제인삼시장조합, 약초상가 1동 18호",,36.10191794,127.4983403,영업,Y,Y,,충청남도 금산군보건소,2024-07-10,4550000,충청남도 금산군
광명인삼,한약도매,충청남도 금산군 제원면 천내1길 15,,36.11180853,127.5712387,영업,Y,Y,,충청남도 금산군보건소,2024-07-10,4550000,충청남도 금산군
주식회사 에스씨팜,일반종합도매,"서울특별시 영등포구국회대로55길7, 1층 101호(당산동)",,37.52592784,126.908124,영업,Y,Y,,서울특별시 영등포구,2024-08-01,3180000,서울특별시 영등포구
주식회사 에이치알팜,일반종합도매,"서울특별시 영등포구선유로9, 유니온빌딩 407-A호(문래동5가)",,37.5147958387,126.8874812341,영업,Y,Y,070-7719-1301,서울특별시 영등포구,2024-08-01,3180000,서울특별시 영등포구
주식회사 뉴케이팜,일반종합도매,"서울특별시 영등포구버드나루로11길11, 지층B01호(영등포동7가)",,37.52438162,126.9081161,영업,Y,Y,,서울특별시 영등포구,2024-08-01,3180000,서울특별시 영등포구
케이파마,일반종합도매,"부산광역시 부산진구 동천로 109, 삼한골든게이트 901호 (부전동)",,35.15850114,129.0620222,영업,N,N,,부산광역시 부산진구보건소,2024-08-01,3290000,부산광역시 부산진구
주식회사 아이엠약품,일반종합도매,"부산광역시 부산진구 부전로 87, 305호 (부전동)",,35.15799841,129.054574,영업,N,N,,부산광역시 부산진구보건소,2024-08-01,3290000,부산광역시 부산진구
원메디팜,일반종합도매,"부산광역시 부산진구 가야대로 749-1, 신동아오피스텔 808호 (부전동)",,35.15810549,129.0536644,영업,N,N,,부산광역시 부산진구보건소,2024-08-01,3290000,부산광역시 부산진구
신명헬스케어,일반종합도매,"부산광역시 부산진구 개금본동로17번길 33, 1층 (개금동)",,35.15785139,129.0234116,영업,N,N,,부산광역시 부산진구보건소,2024-08-01,3290000,부산광역시 부산진구
(주)이노셀젠헬스케어,일반종합도매,"서울특별시 종로구 종로 211-1, 소암빌딩 3층 (종로5가)","서울특별시 종로구 종로5가 91, 소암빌딩",37.57120965,127.0012511,영업,N,N,,서울특별시 종로구청 의약과,2023-08-10,3000000,서울특별시 종로구
(주)더블유팜이노베이션,일반종합도매,"서울특별시 종로구 사직로8길 42, 408호 (내수동, 광화문시대)","서울특별시 종로구 내수동 74, 광화문시대 408호",37.5737729,126.9731257,영업,N,N,,서울특별시 종로구청 의약과,2023-08-10,3000000,서울특별시 종로구
(주)대학약품,일반종합도매,"서울특별시 종로구 창경궁로 162, 3층 (원남동)",서울특별시 종로구 원남동 133-1,37.57679697,126.9974366,영업,N,N,02-3676-1105,서울특별시 종로구청 의약과,2023-08-10,3000000,서울특별시 종로구
주식회사 시에스팜,일반종합도매,"서울특별시 종로구 율곡로14길 39, 성현빌딩 602호 (충신동)","서울특별시 종로구 충신동 104-1, 성현빌딩 602호",37.57442751,127.0035587,영업,N,N,02-3673-0662,서울특별시 종로구청 의약과,2023-08-10,3000000,서울특별시 종로구
한국오가논 주식회사,일반종합도매,"서울특별시 종로구 종로1길 50, 더케이트윈타워 B동 4층 (중학동)","서울특별시 종로구 중학동 19, 더케이트윈타워 B동 4층",37.57472447,126.9790224,영업,N,N,070-4188-0596,서울특별시 종로구청 의약과,2023-08-10,3000000,서울특별시 종로구
와이에스토탈켐,원료의약품도매,"서울특별시 종로구 삼일대로30길 21, 11층 11호 (낙원동, 종로오피스텔)","서울특별시 종로구 낙원동 58-1, 종로오피스텔",37.57422356,126.9885861,영업,N,N,02-744-1553,서울특별시 종로구청 의약과,2023-08-10,3000000,서울특별시 종로구
주식회사 호민약품,일반종합도매,"서울특별시 종로구 종로65길 21, 운영빌딩 3층 301호 (숭인동)","서울특별시 종로구 숭인동 178-81, 운영빌딩 301호",37.57542971,127.0197115,영업,N,N,02-6951-1346,서울특별시 종로구청 의약과,2023-08-10,3000000,서울특별시 종로구
주식회사 유엠씨홀딩스,일반종합도매,"서울특별시 종로구 창의문로11길 6, 서울미술관 별관 교육연구시설(학예연구소) 3층 (부암동)","서울특별시 종로구 부암동 287, 3층",37.59428791,126.9629111,영업,N,N,02-395-0137,서울특별시 종로구청 의약과,2023-08-10,3000000,서울특별시 종로구
주식회사 엘엑스판토스,일반종합도매,"서울특별시 종로구 새문안로 58, LG광화문빌딩 3층 (신문로2가)","서울특별시 종로구 신문로2가 92, 3층",37.56927504,126.9715805,영업,Y,Y,02-3771-2015,서울특별시 종로구청 의약과,2023-08-10,3000000,서울특별시 종로구
주식회사 렛잇뷰티,일반종합도매,"서울특별시 종로구 돈화문로11길 29, 4층 3호 (돈의동, 낙원오피스텔)","서울특별시 종로구 돈의동 39-2, 낙원오피스텔 403호",37.57233168,126.9898615,영업,N,N,02-2244-6977,서울특별시 종로구청 의약과,2023-08-10,3000000,서울특별시 종로구
(주)채움인터내셔널,일반종합도매,"서울특별시 종로구 사직로 113, 사학회관 6층 602호 (내자동)","서울특별시 종로구 내자동 19, 사학회관",37.57631662,126.9713233,영업,N,N,070-4233-5739,서울특별시 종로구청 의약과,2023-08-10,3000000,서울특별시 종로구
씨제이대한통운(주),일반종합도매,"서울특별시 종로구 종로5길 7, Tower 8 19층 (청진동)","서울특별시 종로구 청진동 128, Tower 8",37.5706161,126.9805599,영업,Y,Y,02-700-1409,서울특별시 종로구청 의약과,2023-08-10,3000000,서울특별시 종로구
(주)제이서브코리아,일반종합도매,"서울특별시 종로구 창경궁로20길 32-7, 지하1층 (연지동)","서울특별시 종로구 연지동 1-24, 지하1층",37.5751962,126.9995627,영업,Y,Y,02-745-5570,서울특별시 종로구청 의약과,2023-08-10,3000000,서울특별시 종로구
(주)셀비온 서울지사,일반종합도매,"서울특별시 종로구 율곡로 190, 여전도회관 5층 (연지동)","서울특별시 종로구 연지동 1-1, 여전도회관",37.57580005,127.0000786,영업,N,N,02-743-3311,서울특별시 종로구청 의약과,2023-08-10,3000000,서울특별시 종로구
보령컨슈머헬스케어 주식회사,일반종합도매,"서울특별시 종로구 창경궁로 136, 보령빌딩 16층 (원남동)","서울특별시 종로구 원남동 66-21, 보령빌딩 16층",37.57451061,126.9979842,영업,Y,Y,02-708-8121,서울특별시 종로구청 의약과,2023-08-10,3000000,서울특별시 종로구
서울산업공사,의료용 고압가스,서울특별시 종로구 돈화문로10길 16(봉익동),서울특별시 종로구 봉익동 30,37.57241612,126.9925517,영업,N,N,02-764-3344,서울특별시 종로구청 의약과,2023-08-10,3000000,서울특별시 종로구
동부산업,의료용 고압가스,서울특별시 종로구 청계천로 117-13(관수동),서울특별시 종로구 관수동 129-3,37.56866494,126.990285,영업,N,N,02-2275-3565,서울특별시 종로구청 의약과,2023-08-10,3000000,서울특별시 종로구
쉐링코리아,일반종합도매,"서울특별시 종로구 평창문화로 152, 2층 (평창동, 안성타워)","서울특별시 종로구 평창동 66-72, 안성타워",37.61002626,126.9762972,영업,N,N,02-6959-7654,서울특별시 종로구청 의약과,2023-08-10,3000000,서울특별시 종로구
서현약품,일반종합도매,"서울특별시 종로구 창경궁로 162-2, 원남빌딩 지하1층 (원남동)","서울특별시 종로구 원남동 128-1, 원남빌딩",37.57689149,126.9976856,영업,N,N,02-765-7200,서울특별시 종로구청 의약과,2023-08-10,3000000,서울특별시 종로구
에이치디엑스 주식회사,일반종합도매,"서울특별시 종로구 인사동5길 29, 태화빌딩 3층 (인사동)","서울특별시 종로구 인사동 194-27, 태화빌딩 3층",37.57198777,126.9848419,영업,N,N,02-2003-8441,서울특별시 종로구청 의약과,2023-08-10,3000000,서울특별시 종로구
리가메디 주식회사,일반종합도매,"경기도 용인시 기흥구 한보라1로10번길 15, 212호 (보라동)",경기도 용인시 기흥구 보라동 575-3,37.25336408,127.1081732,영업,N,N,031-282-1332,경기도 용인시청 기흥구보건소,2024-06-20,4050000,경기도 용인시
빈코리아,일반종합도매,"경기도 용인시 기흥구 동백4로 6, 아이브타운 601호 중 일부 (중동)",경기도 용인시 기흥구 중동 850-1 아이브타운,37.270757,127.151924,영업,N,N,,경기도 용인시청 기흥구보건소,2024-06-20,4050000,경기도 용인시
주식회사 다산메디칼,일반종합도매,경기도 용인시 기흥구 어정로 134-14(중동),경기도 용인시 기흥구 중동 760-4,37.274455,127.145754,영업,N,N,070-7095-9501,경기도 용인시청 기흥구보건소,2024-06-20,4050000,경기도 용인시
주식회사 뉴웨이헬스케어,일반종합도매,"경기도 용인시 기흥구 흥덕중앙로 55, 리써밋타워 427호 (영덕동)",경기도 용인시 기흥구 영덕동 975-5 리써밋타워,37.276543,127.073123,영업,N,N,031-211-7170,경기도 용인시청 기흥구보건소,2024-06-20,4050000,경기도 용인시
주식회사 메디팜스,일반종합도매,"경기도 용인시 기흥구 서천동로 94-1, 305호 (농서동)",경기도 용인시 기흥구 농서동 430,37.234749,127.072534,영업,N,N,,경기도 용인시청 기흥구보건소,2024-06-20,4050000,경기도 용인시
라온메디칼,일반종합도매,"경기도 용인시 기흥구 강남로 6, 6층 603-1호 (구갈동)",경기도 용인시 기흥구 구갈동 595-1,37.27068338,127.1271138,영업,N,N,,경기도 용인시청 기흥구보건소,2024-06-20,4050000,경기도 용인시
주식회사 메디진,일반종합도매,"경기도 용인시 기흥구 한보라1로10번길 15, 409호 (보라동)",경기도 용인시 기흥구 보라동 575-3 409호,37.25336408,127.1081732,영업,N,N,031-284-0099,경기도 용인시청 기흥구보건소,2024-06-20,4050000,경기도 용인시
진흥건재약업사,한약도매,"서울특별시 종로구 종로 265, 4층 (종로6가)",서울특별시 종로구 종로6가 122-1,37.57137062,127.007321,영업,Y,Y,02-3672-7173,서울특별시 종로구청 의약과,2023-08-10,3000000,서울특별시 종로구
최메디칼주식회사,일반종합도매,"서울특별시 종로구 대학로 117, 3층 (명륜4가)",서울특별시 종로구 명륜4가 95,37.58181552,127.0016605,영업,Y,Y,02-3676-1400,서울특별시 종로구청 의약과,2023-08-10,3000000,서울특별시 종로구
주식회사 박스터,일반종합도매,"서울특별시 종로구 종로 1, 1001호 (종로1가)","서울특별시 종로구 종로1가 1, 1001호",37.57095784,126.9779288,영업,Y,Y,02-6262-7117,서울특별시 종로구청 의약과,2023-08-10,3000000,서울특별시 종로구
주식회사 아람교역,일반종합도매,"서울특별시 종로구 돈화문로11길 29, 지하1층 (돈의동, 낙원오피스텔)","서울특별시 종로구 돈의동 39-2, 낙원오피스텔",37.57233168,126.9898615,영업,N,N,02-764-0177,서울특별시 종로구청 의약과,2023-08-10,3000000,서울특별시 종로구
한국먼디파마유한회사,일반종합도매,"서울특별시 종로구 새문안로 76, 콘코디언(concordian) 4층 (신문로1가)","서울특별시 종로구 신문로1가 115, 콘코디언(concordian)",37.56979754,126.9731774,영업,Y,Y,02-568-5689,서울특별시 종로구청 의약과,2023-08-10,3000000,서울특별시 종로구
보령약품㈜,일반종합도매,서울특별시 종로구 종로31길 8-4 (종로5가),"서울특별시 종로구 종로5가 121-6, 2층일부",37.5714013,127.000291,영업,Y,Y,02-763-8183,서울특별시 종로구청 의약과,2023-08-10,3000000,서울특별시 종로구
오송팜㈜,원료의약품도매,제주특별자치도 서귀포시 중산간서로 448-12,제주특별자치도 서귀포시 하원동 148,33.26362428,126.464614,영업,N,Y,064-805-6495,제주특별자치도 서귀포보건소 보건행정과,2023-07-24,6520000,제주특별자치도 서귀포시
동아철재,기타(의료용 고압가스),제주특별자치도 서귀포시 토평공단로 112,제주특별자치도 서귀포시 토평동 1876-41,33.291957,126.584389,영업,Y,Y,064-732-8334,제주특별자치도 서귀포보건소 보건행정과,2023-07-24,6520000,제주특별자치도 서귀포시
